row_id,lexeme_id,concept_id,sense_id,variant_group_id,surface_form,canonical_concept,swahili_gloss,english_gloss,category,sheng_text,swahili_text,english_text,code_switch_level,review_class,source_name,source_type,generation_method,permission_basis,training_use_allowed,commercial_use_allowed,review_status,confidence,native_rating_1_to_5,theology_rating_1_to_5,native_correction_sheng,native_correction_swahili,native_correction_english,reviewer_notes,approved
T054822,L00114,C0062,S00114,V0044,ngoma,music/song,muziki/wimbo,music / song,entertainment,maze Naliaka ametumia 'ngoma' kwa story ya CBD leo.,Naliaka ametumia 'ngoma' kumaanisha muziki katika mazungumzo ya CBD leo.,Naliaka used 'ngoma' to mean music  in a conversation at the CBD today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T048353,L00087,C0045,S00087,V0033,nganya,matatu,matatu,matatu / public minibus,transport,maze Lulu ametumia 'nganya' kwa story ya estate leo.,Lulu ametumia 'nganya' kumaanisha matatu katika mazungumzo ya estate leo.,Lulu used 'nganya' to mean matatu  in a conversation at the estate today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T039159,L00073,C0041,S00073,V0029,ngovo,five shillings,shilingi tano,5 Kenyan shillings,money,maze Peter ametumia 'ngovo' kwa story ya church leo.,Peter ametumia 'ngovo' kumaanisha shilingi tano katika mazungumzo ya kanisani leo.,Peter used 'ngovo' to mean 5 Kenyan shillings in a conversation at church today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T086891,L00241,C0129,S00241,V0108,Shetani,Satan,Shetani,Satan,religion,maze Yusuf alisema 'Shetani' kwa convo ya faith leo pale Ronga.,Yusuf alitumia 'Shetani' kumaanisha Shetani katika mazungumzo ya imani leo pale Rongai.,Yusuf used 'Shetani' to mean Satan in a faith conversation today at Rongai.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T078073,L00066,C0038,S00066,V0026,do,no,hapana,no,conversation,maze Hassan ametumia 'do' kwa story ya Ngara leo.,Hassan ametumia 'do' kumaanisha hapana katika mazungumzo ya Ngara leo.,Hassan used 'do' to mean no in a conversation at Ngara today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T035565,L00076,C0043,S00076,V0031,thao,one thousand shillings,shilingi elfu moja,"1,000 Kenyan shillings",money,maze Jemo ametumia 'thao' kwa story ya church leo.,Jemo ametumia 'thao' kumaanisha shilingi elfu moja katika mazungumzo ya kanisani leo.,"Jemo used 'thao' to mean 1,000 Kenyan shillings in a conversation at church today.",high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T029430,L00061,C0037,S00061,V0025,dooh,money,pesa,money / cash,money,maze Jemo ametumia 'dooh' kwa story ya job leo.,Jemo ametumia 'dooh' kumaanisha pesa katika mazungumzo ya kazini leo.,Jemo used 'dooh' to mean money  in a conversation at work today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T007926,L00246,C0131,S00246,V0110,prophet,prophet,nabii,prophet,religion,maze Esther alisema 'prophet' kwa convo ya faith leo pale tao.,Esther alitumia 'prophet' kumaanisha nabii katika mazungumzo ya imani leo pale mjini.,Esther used 'prophet' to mean prophet in a faith conversation today at town.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T052240,L00270,C0143,S00270,V0122,darkness,darkness,giza,darkness,religion,maze Amani alisema 'darkness' kwa convo ya faith leo pale CBD.,Amani alitumia 'darkness' kumaanisha giza katika mazungumzo ya imani leo pale CBD.,Amani used 'darkness' to mean darkness in a faith conversation today at the CBD.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T083814,L00224,C0121,S00224,V0100,ibada,worship,abudu/ibada,worship,religion,maze Faith alisema 'ibada' kwa convo ya faith leo pale Ronga.,Faith alitumia 'ibada' kumaanisha abudu katika mazungumzo ya imani leo pale Rongai.,Faith used 'ibada' to mean worship in a faith conversation today at Rongai.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T007960,L00280,C0148,S00280,V0127,fufuka,rise again,fufuka,rise again,religion,maze Esther alisema 'fufuka' kwa convo ya faith leo pale tao.,Esther alitumia 'fufuka' kumaanisha fufuka katika mazungumzo ya imani leo pale mjini.,Esther used 'fufuka' to mean rise again in a faith conversation today at town.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T099820,L00071,C0039,S00071,V0028,hluu,twenty shillings,shilingi ishirini,20 Kenyan shillings,money,maze Noel ametumia 'hluu' kwa story ya Naks leo.,Noel ametumia 'hluu' kumaanisha shilingi ishirini katika mazungumzo ya Nakuru leo.,Noel used 'hluu' to mean 20 Kenyan shillings in a conversation at Nakuru today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T054719,L00011,C0010,S00011,V0006,base,hangout spot,mahali,spot / hangout place,places,maze Naliaka ametumia 'base' kwa story ya CBD leo.,Naliaka ametumia 'base' kumaanisha mahali katika mazungumzo ya CBD leo.,Naliaka used 'base' to mean spot  in a conversation at the CBD today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T077374,L00065,C0037,S00065,V0026,do,money,pesa,money / cash,money,maze Eli ametumia 'do' kwa story ya Ngara leo.,Eli ametumia 'do' kumaanisha pesa katika mazungumzo ya Ngara leo.,Eli used 'do' to mean money  in a conversation at Ngara today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T071169,L00141,C0082,S00141,V0061,fuaka,cigarette,sigara,cigarette,objects,maze Diana ametumia 'fuaka' kwa story ya Embakasi leo.,Diana ametumia 'fuaka' kumaanisha sigara katika mazungumzo ya Embakasi leo.,Diana used 'fuaka' to mean cigarette in a conversation at Embakasi today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T091387,L00120,C0067,S00120,V0047,kauka,be broke,kukosa pesa,be broke / run out of money,money,maze Musa ametumia 'kauka' kwa story ya Thika leo.,Musa ametumia 'kauka' kumaanisha kukosa pesa katika mazungumzo ya Thika leo.,Musa used 'kauka' to mean be broke  in a conversation at Thika today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T085151,L00004,C0003,S00004,V0002,fiti,good/attractive,nzuri,good / attractive,quality,maze Musa ametumia 'fiti' kwa story ya Ronga leo.,Musa ametumia 'fiti' kumaanisha nzuri katika mazungumzo ya Rongai leo.,Musa used 'fiti' to mean good  in a conversation at Rongai today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T008031,L00351,C0183,S00351,V0162,safina,ark,safina,ark,religion,maze Esther alisema 'safina' kwa convo ya faith leo pale tao.,Esther alitumia 'safina' kumaanisha safina katika mazungumzo ya imani leo pale mjini.,Esther used 'safina' to mean ark in a faith conversation today at town.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T092500,L00052,C0031,S00052,V0019,beste,close friend,rafiki wa karibu,close friend / bestie,social,maze Tina ametumia 'beste' kwa story ya Thika leo.,Tina ametumia 'beste' kumaanisha rafiki wa karibu katika mazungumzo ya Thika leo.,Tina used 'beste' to mean close friend  in a conversation at Thika today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T016564,L00294,C0155,S00294,V0134,jaribu,temptation,jaribu,temptation,religion,maze Faith alisema 'jaribu' kwa convo ya faith leo pale keja.,Faith alitumia 'jaribu' kumaanisha jaribu katika mazungumzo ya imani leo pale nyumbani.,Faith used 'jaribu' to mean temptation in a faith conversation today at home.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T086652,L00002,C0001,S00002,V0001,sasa,casual greeting,habari,hey / what's up,greeting,maze Yusuf ametumia 'sasa' kwa story ya Ronga leo.,Yusuf ametumia 'sasa' kumaanisha habari katika mazungumzo ya Rongai leo.,Yusuf used 'sasa' to mean hey  in a conversation at Rongai today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T020587,L00237,C0127,S00237,V0106,malaika,angel,malaika,angel,religion,maze Esther alisema 'malaika' kwa convo ya faith leo pale keja.,Esther alitumia 'malaika' kumaanisha malaika katika mazungumzo ya imani leo pale nyumbani.,Esther used 'malaika' to mean angel in a faith conversation today at home.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T074054,L00127,C0073,S00127,V0052,ishia,go/leave,enda,go / leave,actions,maze Sam ametumia 'ishia' kwa story ya Embakasi leo.,Sam ametumia 'ishia' kumaanisha enda katika mazungumzo ya Embakasi leo.,Sam used 'ishia' to mean go  in a conversation at Embakasi today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T086913,L00263,C0140,S00263,V0119,sheria,law,sheria,law,religion,maze Yusuf alisema 'sheria' kwa convo ya faith leo pale Ronga.,Yusuf alitumia 'sheria' kumaanisha sheria katika mazungumzo ya imani leo pale Rongai.,Yusuf used 'sheria' to mean law in a faith conversation today at Rongai.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T052300,L00330,C0172,S00330,V0151,good,good,wema,good,religion,maze Amani alisema 'good' kwa convo ya faith leo pale CBD.,Amani alitumia 'good' kumaanisha wema katika mazungumzo ya imani leo pale CBD.,Amani used 'good' to mean good in a faith conversation today at the CBD.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T084913,L00303,C0159,S00303,V0138,ponya,heal,ponya,heal,religion,maze Kendi alisema 'ponya' kwa convo ya faith leo pale Ronga.,Kendi alitumia 'ponya' kumaanisha ponya katika mazungumzo ya imani leo pale Rongai.,Kendi used 'ponya' to mean heal in a faith conversation today at Rongai.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T010741,L00054,C0033,S00054,V0021,wasee,people/guys,watu,people / guys,people,maze Hassan ametumia 'wasee' kwa story ya mtaa leo.,Hassan ametumia 'wasee' kumaanisha watu katika mazungumzo ya mtaani leo.,Hassan used 'wasee' to mean people  in a conversation at the neighborhood today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T099059,L00169,C0094,S00169,V0073,create,create,umba,create,religion,maze Yusuf alisema 'create' kwa convo ya faith leo pale Naks.,Yusuf alitumia 'create' kumaanisha umba katika mazungumzo ya imani leo pale Nakuru.,Yusuf used 'create' to mean create in a faith conversation today at Nakuru.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T068548,L00258,C0137,S00258,V0116,Kingdom of God,Kingdom of God,Ufalme wa Mungu,Kingdom of God,religion,maze Yusuf alisema 'Kingdom of God' kwa convo ya faith leo pale Kasarani.,Yusuf alitumia 'Kingdom of God' kumaanisha Ufalme wa Mungu katika mazungumzo ya imani leo pale Kasarani.,Yusuf used 'Kingdom of God' to mean Kingdom of God in a faith conversation today at Kasarani.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T087617,L00108,C0057,S00108,V0041,primo,primary school,shule ya msingi,primary school,education,maze Noel ametumia 'primo' kwa story ya Ronga leo.,Noel ametumia 'primo' kumaanisha shule ya msingi katika mazungumzo ya Rongai leo.,Noel used 'primo' to mean primary school in a conversation at Rongai today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T006888,L00282,C0149,S00282,V0128,msalaba,cross,msalaba,cross,religion,Zawadi anauliza maana ya 'msalaba' kwa Bible study ya leo.,Zawadi anauliza maana ya 'msalaba' katika somo la Biblia la leo.,Zawadi is asking what 'msalaba' means in the Bible study today.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
