row_id,lexeme_id,concept_id,sense_id,variant_group_id,surface_form,canonical_concept,swahili_gloss,english_gloss,category,sheng_text,swahili_text,english_text,code_switch_level,review_class,source_name,source_type,generation_method,permission_basis,training_use_allowed,commercial_use_allowed,review_status,confidence
T000220,L00220,C0119,S00220,V0098,gospel,gospel,injili,gospel,religion,maze Amani alisema 'gospel' kwa convo ya faith leo pale tao.,Amani alitumia 'gospel' kumaanisha injili katika mazungumzo ya imani leo pale mjini.,Amani used 'gospel' to mean gospel in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000221,L00221,C0120,S00221,V0099,habari njema,good news,habari njema,good news,religion,maze Amani alisema 'habari njema' kwa convo ya faith leo pale tao.,Amani alitumia 'habari njema' kumaanisha habari njema katika mazungumzo ya imani leo pale mjini.,Amani used 'habari njema' to mean good news in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000222,L00222,C0120,S00222,V0099,good news,good news,habari njema,good news,religion,maze Amani alisema 'good news' kwa convo ya faith leo pale tao.,Amani alitumia 'good news' kumaanisha habari njema katika mazungumzo ya imani leo pale mjini.,Amani used 'good news' to mean good news in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000223,L00223,C0121,S00223,V0100,abudu,worship,abudu/ibada,worship,religion,maze Amani alisema 'abudu' kwa convo ya faith leo pale tao.,Amani alitumia 'abudu' kumaanisha abudu katika mazungumzo ya imani leo pale mjini.,Amani used 'abudu' to mean worship in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000224,L00224,C0121,S00224,V0100,ibada,worship,abudu/ibada,worship,religion,maze Amani alisema 'ibada' kwa convo ya faith leo pale tao.,Amani alitumia 'ibada' kumaanisha abudu katika mazungumzo ya imani leo pale mjini.,Amani used 'ibada' to mean worship in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000225,L00225,C0121,S00225,V0100,worship,worship,abudu/ibada,worship,religion,maze Amani alisema 'worship' kwa convo ya faith leo pale tao.,Amani alitumia 'worship' kumaanisha abudu katika mazungumzo ya imani leo pale mjini.,Amani used 'worship' to mean worship in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000226,L00226,C0122,S00226,V0101,sifu,praise,sifu/sifa,praise,religion,maze Amani alisema 'sifu' kwa convo ya faith leo pale tao.,Amani alitumia 'sifu' kumaanisha sifu katika mazungumzo ya imani leo pale mjini.,Amani used 'sifu' to mean praise in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000227,L00227,C0122,S00227,V0101,sifa,praise,sifu/sifa,praise,religion,maze Amani alisema 'sifa' kwa convo ya faith leo pale tao.,Amani alitumia 'sifa' kumaanisha sifu katika mazungumzo ya imani leo pale mjini.,Amani used 'sifa' to mean praise in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000228,L00228,C0122,S00228,V0101,praise,praise,sifu/sifa,praise,religion,maze Amani alisema 'praise' kwa convo ya faith leo pale tao.,Amani alitumia 'praise' kumaanisha sifu katika mazungumzo ya imani leo pale mjini.,Amani used 'praise' to mean praise in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000229,L00229,C0123,S00229,V0102,bariki,bless,bariki,bless,religion,maze Amani alisema 'bariki' kwa convo ya faith leo pale tao.,Amani alitumia 'bariki' kumaanisha bariki katika mazungumzo ya imani leo pale mjini.,Amani used 'bariki' to mean bless in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000230,L00230,C0123,S00230,V0102,bless,bless,bariki,bless,religion,maze Amani alisema 'bless' kwa convo ya faith leo pale tao.,Amani alitumia 'bless' kumaanisha bariki katika mazungumzo ya imani leo pale mjini.,Amani used 'bless' to mean bless in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000231,L00231,C0124,S00231,V0103,baraka,blessing,baraka,blessing,religion,maze Amani alisema 'baraka' kwa convo ya faith leo pale tao.,Amani alitumia 'baraka' kumaanisha baraka katika mazungumzo ya imani leo pale mjini.,Amani used 'baraka' to mean blessing in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000232,L00232,C0124,S00232,V0103,blessing,blessing,baraka,blessing,religion,maze Amani alisema 'blessing' kwa convo ya faith leo pale tao.,Amani alitumia 'blessing' kumaanisha baraka katika mazungumzo ya imani leo pale mjini.,Amani used 'blessing' to mean blessing in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000233,L00233,C0125,S00233,V0104,mbingu,heaven,mbingu,heaven,religion,maze Amani alisema 'mbingu' kwa convo ya faith leo pale tao.,Amani alitumia 'mbingu' kumaanisha mbingu katika mazungumzo ya imani leo pale mjini.,Amani used 'mbingu' to mean heaven in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000234,L00234,C0125,S00234,V0104,heaven,heaven,mbingu,heaven,religion,maze Amani alisema 'heaven' kwa convo ya faith leo pale tao.,Amani alitumia 'heaven' kumaanisha mbingu katika mazungumzo ya imani leo pale mjini.,Amani used 'heaven' to mean heaven in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000235,L00235,C0126,S00235,V0105,jehanamu,hell,jehanamu,hell,religion,maze Amani alisema 'jehanamu' kwa convo ya faith leo pale tao.,Amani alitumia 'jehanamu' kumaanisha jehanamu katika mazungumzo ya imani leo pale mjini.,Amani used 'jehanamu' to mean hell in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000236,L00236,C0126,S00236,V0105,hell,hell,jehanamu,hell,religion,maze Amani alisema 'hell' kwa convo ya faith leo pale tao.,Amani alitumia 'hell' kumaanisha jehanamu katika mazungumzo ya imani leo pale mjini.,Amani used 'hell' to mean hell in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000237,L00237,C0127,S00237,V0106,malaika,angel,malaika,angel,religion,maze Amani alisema 'malaika' kwa convo ya faith leo pale tao.,Amani alitumia 'malaika' kumaanisha malaika katika mazungumzo ya imani leo pale mjini.,Amani used 'malaika' to mean angel in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000238,L00238,C0127,S00238,V0106,angel,angel,malaika,angel,religion,maze Amani alisema 'angel' kwa convo ya faith leo pale tao.,Amani alitumia 'angel' kumaanisha malaika katika mazungumzo ya imani leo pale mjini.,Amani used 'angel' to mean angel in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000239,L00239,C0128,S00239,V0107,shetani,devil,shetani,devil,religion,maze Amani alisema 'shetani' kwa convo ya faith leo pale tao.,Amani alitumia 'shetani' kumaanisha shetani katika mazungumzo ya imani leo pale mjini.,Amani used 'shetani' to mean devil in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000240,L00240,C0128,S00240,V0107,devil,devil,shetani,devil,religion,maze Amani alisema 'devil' kwa convo ya faith leo pale tao.,Amani alitumia 'devil' kumaanisha shetani katika mazungumzo ya imani leo pale mjini.,Amani used 'devil' to mean devil in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000241,L00241,C0129,S00241,V0108,Shetani,Satan,Shetani,Satan,religion,maze Amani alisema 'Shetani' kwa convo ya faith leo pale tao.,Amani alitumia 'Shetani' kumaanisha Shetani katika mazungumzo ya imani leo pale mjini.,Amani used 'Shetani' to mean Satan in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000242,L00242,C0129,S00242,V0108,Satan,Satan,Shetani,Satan,religion,maze Amani alisema 'Satan' kwa convo ya faith leo pale tao.,Amani alitumia 'Satan' kumaanisha Shetani katika mazungumzo ya imani leo pale mjini.,Amani used 'Satan' to mean Satan in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000243,L00243,C0130,S00243,V0109,pepo,demon,pepo,demon,religion,maze Amani alisema 'pepo' kwa convo ya faith leo pale tao.,Amani alitumia 'pepo' kumaanisha pepo katika mazungumzo ya imani leo pale mjini.,Amani used 'pepo' to mean demon in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000244,L00244,C0130,S00244,V0109,demon,demon,pepo,demon,religion,maze Amani alisema 'demon' kwa convo ya faith leo pale tao.,Amani alitumia 'demon' kumaanisha pepo katika mazungumzo ya imani leo pale mjini.,Amani used 'demon' to mean demon in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000245,L00245,C0131,S00245,V0110,nabii,prophet,nabii,prophet,religion,maze Amani alisema 'nabii' kwa convo ya faith leo pale tao.,Amani alitumia 'nabii' kumaanisha nabii katika mazungumzo ya imani leo pale mjini.,Amani used 'nabii' to mean prophet in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000246,L00246,C0131,S00246,V0110,prophet,prophet,nabii,prophet,religion,maze Amani alisema 'prophet' kwa convo ya faith leo pale tao.,Amani alitumia 'prophet' kumaanisha nabii katika mazungumzo ya imani leo pale mjini.,Amani used 'prophet' to mean prophet in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T000247,L00247,C0132,S00247,V0111,mwanafunzi,disciple,mwanafunzi,disciple,religion,maze Amani alisema 'mwanafunzi' kwa convo ya faith leo pale tao.,Amani alitumia 'mwanafunzi' kumaanisha mwanafunzi katika mazungumzo ya imani leo pale mjini.,Amani used 'mwanafunzi' to mean disciple in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
